"","b1","b2"
"1",0.0008032,0.000128
"2",-0.0003552,-0.0293
"3",-0.001337,-0.08029
"4",-0.0005883,-0.06055
"5",0.0002363,-0.05284
"6",0.0009726,-0.04331
"7",0.0004344,-0.04801
"8",-0.0003374,-0.07416
"9",4.378e-05,-0.02686
"10",-0.0007604,-0.03515
"11",0.0005184,-0.03419
"12",-0.0005596,-0.04986
"13",-0.0005846,-0.08012
"14",0.0004491,-5.172e-05
"15",-0.000218,-0.0001154
"16",0.0001508,-0.02311
"17",0.0005234,-0.02504
"18",-0.0004172,-0.02876
"19",-6.333e-05,-0.02927
"20",-8.034e-06,-0.05013
"21",-1.304e-05,-0.03276
"22",0.0005881,-0.03356
"23",0.0003762,-0.03576
"24",-0.0004672,-0.002066
"25",0.0003109,0.006642
"26",0.0005164,-0.006254
"27",-0.001227,-0.02022
"28",-0.0008256,-0.03018
"29",-8.374e-05,-0.008313
"30",0.000512,-0.01806
"31",0.0001052,-0.0551
"32",-0.0004371,-0.04435
"33",0.0003957,-0.04118
"34",0.0001521,-0.02451
"35",-0.001247,-0.06589
"36",0.0007977,-1.246e-05
"37",-0.0003516,-0.09139
"38",0.0008222,-0.09415
"39",0.01838,-0.04865
"40",-4.767e-05,-0.0007611
"41",0.0003626,-0.05819
"42",1.056e-05,-0.0007453
"43",0.0002603,-0.06546
"44",-3.193e-05,-0.0005706
"45",-0.0004886,0.0002072
"46",-0.0001344,0.0001515
"47",0.000305,0.005018
"48",0.0004759,-0.02054
"49",0.0003083,-0.03665
"50",-0.0001192,-0.01374
"51",-0.0006129,-0.03822
"52",-0.001643,-0.02757
"53",6.051e-05,-0.007676
"54",4.01e-05,-0.01362
"55",0.0001137,0.001656
"56",-0.0006513,-0.03729
"57",-0.0006221,-0.0002737
"58",0.0001369,-0.0001414
"59",0.000889,2.373e-05
"60",0.0003515,0.000829
"61",-0.0004006,-0.07148
"62",-0.0006444,-0.01113
"63",0.0003615,-0.02284
"64",-0.0002989,0.0001153
"65",0.0001438,-0.0005107
"66",-2.221e-05,-0.0003259
"67",0.0002781,-0.03975
"68",0.0001918,-0.04316
"69",0.0004614,-0.04009
"70",3.833e-05,-0.04847
"71",-0.001001,-0.06728
"72",7.529e-05,-0.05767
"73",-0.0005625,-0.059
"74",0.0002888,-0.06405
"75",0.0007067,-0.08418
"76",-0.001329,0.01262
"77",0.001338,0.003658
"78",0.001202,-0.03996
"79",0.0005861,-0.02276
"80",-0.0006224,-0.05373
"81",-0.0002538,-0.02885
"82",0.001272,-0.09911
"83",0.001276,0.00017
"84",8.126e-05,-0.0008787
"85",-0.000837,0.0001338
"86",0.0001845,-0.0587
"87",3.432e-06,-0.04997
"88",5.399e-05,-0.02639
"89",0.0004504,-0.04007
"90",-0.0002415,-0.03672
"91",-0.000632,-0.00881
"92",-0.0002882,-0.04694
"93",-0.0001218,-0.001838
"94",-0.0001575,-0.05217
"95",-0.0007429,-0.004414
"96",-0.0008608,0.005821
"97",0.0007353,-0.04169
"98",-3.843e-06,-0.02686
"99",0.001149,-0.03789
"100",0.0003668,-0.05548
"101",0.0006023,0.000964
"102",9.974e-05,-0.01527
"103",-0.0003415,-0.02638
"104",-0.000603,-0.03084
"105",-3.95e-05,-0.04102
"106",0.0001043,0.01218
"107",0.0005235,-0.009547
"108",-0.00129,-0.02584
"109",0.00111,-0.0003771
"110",-4.542e-05,-0.02297
"111",-0.0003053,-0.07017
"112",-0.0007558,-0.04258
"113",-0.0002966,-0.03072
"114",0.0002391,-0.005773
"115",-0.0002584,0.0006995
"116",-0.001008,-0.05378
"117",4.706e-05,-1.945e-05
"118",-1.163e-05,-0.0006161
"119",-0.0003312,-0.02346
"120",-0.000479,0.000363
"121",-0.001141,0.00252
